Date,Promotion,Event Name,Location 1,Location 2
Jun 28th 2011,WWE,Superstars Taping #2,Phoenix,Arizona
Jun 28th 2011,WWE,NXT Redemption Taping #17,Phoenix,Arizona
Jun 27th 2011,WWE,Monday Night Raw Taping,Las Vegas,Nevada
Jun 27th 2011,WWE,Monday Night Raw,Las Vegas,Nevada
Jun 27th 2011,WWE,Superstars Taping #1,Las Vegas,Nevada
Jun 21st 2011,WWE,Smackdown! Taping,Hershey,Pennsylvania
Jun 21st 2011,WWE,Superstars Taping #2,Hershey,Pennsylvania
Jun 21st 2011,WWE,NXT Redemption Taping #16,Hershey,Pennsylvania
Jun 20th 2011,WWE,Monday Night Raw,Baltimore,Maryland
Jun 20th 2011,WWE,Superstars Taping #1,Baltimore,Maryland
Jun 19th 2011,WWE,Capitol Punishment '11,Washington,DC
Jun 14th 2011,WWE,Smackdown! Taping,Providence,Rhode Island
Jun 14th 2011,WWE,Superstars Taping #2,Providence,Rhode Island
Jun 14th 2011,WWE,NXT Redemption Taping #15,Providence,Rhode Island
Jun 13th 2011,WWE,Monday Night Raw,Uniondale,New York
Jun 13th 2011,WWE,Superstars Taping #1,Uniondale,New York
Jun 7th 2011,WWE,Smackdown! Taping,Roanoke,Virginia
Jun 7th 2011,WWE,Superstars Taping #2,Roanoke,Virginia
Jun 7th 2011,WWE,NXT Redemption Taping #14,Roanoke,Virginia
Jun 6th 2011,WWE,Monday Night Raw,Richmond,Virginia
Jun 6th 2011,WWE,Superstars Taping #1,Richmond,Virginia
May 31st 2011,WWE,Smackdown! Taping,Des Moines,Iowa
May 31st 2011,WWE,Superstars Taping #2,Des Moines,Iowa
May 31st 2011,WWE,NXT Redemption Taping #13,Des Moines,Iowa
May 30th 2011,WWE,Monday Night Raw,Omaha,Nebraska
May 30th 2011,WWE,Superstars Taping #1,Omaha,Nebraska
May 24th 2011,WWE,Smackdown! Taping,Spokane,Washington
May 24th 2011,WWE,Superstars Taping #2,Spokane,Washington
May 24th 2011,WWE,NXT Redemption Taping #12,Spokane,Washington
May 23rd 2011,WWE,Monday Night Raw,Portland,Oregon
May 23rd 2011,WWE,Superstars Taping #1,Portland,Oregon
May 22nd 2011,WWE,Over the Limit '11,Seattle,Washington
May 19th 2011,WWE,Tough Enough Exhibitions Taping,Tampa,Florida
May 17th 2011,WWE,Smackdown! Taping,Corpus Christi,Texas
May 17th 2011,WWE,Superstars Taping #2,Corpus Christi,Texas
May 17th 2011,WWE,NXT Redemption Taping #11,Corpus Christi,Texas
May 16th 2011,WWE,Monday Night Raw,San Antonio,Texas
May 16th 2011,WWE,Superstars Taping #1,San Antonio,Texas
May 10th 2011,WWE,Smackdown! Taping,Nashville,Tennessee
May 10th 2011,WWE,Superstars Taping #2,Nashville,Tennessee
May 10th 2011,WWE,NXT Redemption Taping #10,Nashville,Tennessee
May 9th 2011,WWE,Monday Night Raw,Knoxville,Tennessee
May 9th 2011,WWE,Superstars Taping #1,Knoxville,Tennessee
May 4th 2011,WWE,Smackdown! Taping,Orlando,Florida
May 4th 2011,WWE,Superstars Taping #2,Orlando,Florida
May 3rd 2011,WWE,NXT Redemption Taping #9,Orlando,Florida
May 2nd 2011,WWE,Monday Night Raw,Miami,Florida
May 2nd 2011,WWE,Superstars Taping #1,Miami,Florida
May 1st 2011,WWE,Extreme Rules '11,Tampa,Florida
Apr 26th 2011,WWE,Smackdown! Taping,Greensboro,North Carolina
Apr 26th 2011,WWE,Superstars Taping #2,Greensboro,North Carolina
Apr 26th 2011,WWE,NXT Redemption Taping #8,Greensboro,North Carolina
Apr 25th 2011,WWE,Monday Night Raw,Raleigh,North Carolina
Apr 25th 2011,WWE,Superstars Taping #1,Raleigh,North Carolina
Apr 19th 2011,WWE,Smackdown! Taping,London,England
Apr 19th 2011,WWE,Superstars Taping #2,London,England
Apr 19th 2011,WWE,NXT Redemption Taping #7,London,England
Apr 18th 2011,WWE,Monday Night Raw Taping,London,England
Apr 18th 2011,WWE,Superstars Taping #1,London,England
Apr 12th 2011,WWE,Smackdown! Taping,Albany,New York
Apr 12th 2011,WWE,Superstars Taping #2,Albany,New York
Apr 12th 2011,WWE,NXT Redemption Taping #6,Albany,New York
Apr 11th 2011,WWE,Monday Night Raw,Bridgeport,Connecticut
Apr 11th 2011,WWE,Superstars Taping #1,Bridgeport,Connecticut
Apr 5th 2011,WWE,Smackdown! Taping,Charlotte,North Carolina
Apr 5th 2011,WWE,Superstars Taping #2,Charlotte,North Carolina
Apr 5th 2011,WWE,NXT Redemption Taping #5,Charlotte,North Carolina
Apr 4th 2011,WWE,Monday Night Raw,Atlanta,Georgia
Apr 4th 2011,WWE,Superstars Taping #1,Atlanta,Georgia
Apr 3rd 2011,WWE,WrestleMania XXVII,Atlanta,Georgia
Apr 3rd 2011,WWE,Fan Axxess '11 - Session 5,Atlanta,Georgia
Apr 2nd 2011,WWE,Fan Axxess '11 - Session 4,Atlanta,Georgia
Apr 2nd 2011,WWE,Fan Axxess '11 - Session 3,Atlanta,Georgia
Apr 1st 2011,WWE,Fan Axxess '11 - Session 2,Atlanta,Georgia
Mar 31st 2011,WWE,Fan Axxess '11 - Session 1,Atlanta,Georgia
Mar 28th 2011,WWE,Smackdown! Taping,Chicago,Illinois
Mar 28th 2011,WWE,NXT Redemption Taping #4,Chicago,Illinois
Mar 28th 2011,WWE,Monday Night Raw,Chicago,Illinois
Mar 28th 2011,WWE,Superstars Taping,Chicago,Illinois
Mar 22nd 2011,WWE,Smackdown! Taping,Columbus,Ohio
Mar 22nd 2011,WWE,Superstars Taping #2,Columbus,Ohio
Mar 22nd 2011,WWE,NXT Redemption Taping #3,Columbus,Ohio
Mar 21st 2011,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
Mar 21st 2011,WWE,Superstars Taping #1,Pittsburgh,Pennsylvania
Mar 19th 2011,WWE,MSG Show (Mar '11),New York,New York
Mar 15th 2011,WWE,Smackdown! Taping,Kansas City,Missouri
Mar 15th 2011,WWE,Superstars Taping #2,Kansas City,Missouri
Mar 15th 2011,WWE,NXT Redemption Taping #2,Kansas City,Missouri
Mar 14th 2011,WWE,Monday Night Raw,St. Louis,Missouri
Mar 14th 2011,WWE,Superstars Taping #1,St. Louis,Missouri
Mar 8th 2011,WWE,Smackdown! Taping,Houston,Texas
Mar 8th 2011,WWE,Superstars Taping #2,Houston,Texas
Mar 8th 2011,WWE,NXT Redemption Taping #1,Houston,Texas
Mar 7th 2011,WWE,Monday Night Raw,Dallas,Texas
Mar 7th 2011,WWE,Superstars Taping #1,Dallas,Texas
Mar 1st 2011,WWE,Smackdown! Taping,Cleveland,Ohio
Mar 1st 2011,WWE,Superstars Taping #2,Cleveland,Ohio
Mar 1st 2011,WWE,NXT Season 4 Taping #13,Cleveland,Ohio
Feb 28th 2011,WWE,Monday Night Raw,Buffalo,New York
Feb 28th 2011,WWE,Superstars Taping #1,Buffalo,New York
Feb 22nd 2011,WWE,Smackdown! Taping,Sacramento,California
Feb 22nd 2011,WWE,Superstars Taping #2,Sacramento,California
Feb 22nd 2011,WWE,NXT Season 4 Taping #12,Sacramento,California
Feb 21st 2011,WWE,Monday Night Raw,Fresno,California
Feb 21st 2011,WWE,Superstars Taping #1,Fresno,California
Feb 20th 2011,WWE,Elimination Chamber '11,Oakland,California
Feb 15th 2011,WWE,Smackdown! Taping,San Diego,California
Feb 15th 2011,WWE,Superstars Taping #2,San Diego,California
Feb 15th 2011,WWE,NXT Season 4 Taping #11,San Diego,California
Feb 14th 2011,WWE,Monday Night Raw,Anaheim,California
Feb 14th 2011,WWE,Superstars Taping #1,Anaheim,California
Feb 13th 2011,WWE,WWE Live,Bakersfield,California
Feb 8th 2011,WWE,Smackdown! Taping,Green Bay,Wisconsin
Feb 8th 2011,WWE,Superstars Taping #2,Green Bay,Wisconsin
Feb 8th 2011,WWE,NXT Season 4 Taping #10,Green Bay,Wisconsin
Feb 7th 2011,WWE,Monday Night Raw,Milwaukee,Wisconsin
Feb 7th 2011,WWE,Superstars Taping #1,Milwaukee,Wisconsin
Feb 1st 2011,WWE,Smackdown! Taping,Uniondale,New York
Feb 1st 2011,WWE,Superstars Taping #2,Uniondale,New York
Feb 1st 2011,WWE,NXT Season 4 Taping #9,Uniondale,New York
Jan 31st 2011,WWE,Superstars Taping #1,Providence,Rhode Island
Jan 31st 2011,WWE,Monday Night Raw,Providence,Rhode Island
Jan 30th 2011,WWE,Royal Rumble '11,Boston,Massachusetts
Jan 25th 2011,WWE,Smackdown! Taping,Cincinnati,Ohio
Jan 25th 2011,WWE,Superstars Taping #2,Cincinnati,Ohio
Jan 25th 2011,WWE,NXT Season 4 Taping #8,Cincinnati,Ohio
Jan 24th 2011,WWE,Monday Night Raw,Detroit,Michigan
Jan 24th 2011,WWE,Superstars Taping #1,Detroit,Michigan
Jan 18th 2011,WWE,Smackdown! Taping,Tulsa,Oklahoma
Jan 18th 2011,WWE,Superstars Taping #2,Tulsa,Oklahoma
Jan 18th 2011,WWE,NXT Season 4 Taping #7,Tulsa,Oklahoma
Jan 17th 2011,WWE,Monday Night Raw,Little Rock,Arkansas
Jan 17th 2011,WWE,Superstars Taping #1,Little Rock,Arkansas
Jan 11th 2011,WWE,Smackdown! Taping,Birmingham,Alabama
Jan 11th 2011,WWE,Superstars Taping #2,Birmingham,Alabama
Jan 11th 2011,WWE,NXT Season 4 Taping #6,Birmingham,Alabama
Jan 10th 2011,WWE,Monday Night Raw,Nashville,Tennessee
Jan 10th 2011,WWE,Superstars Taping #1,Nashville,Tennessee
Jan 4th 2011,WWE,Smackdown! Taping,Tucson,Arizona
Jan 4th 2011,WWE,Superstars Taping #2,Tucson,Arizona
Jan 4th 2011,WWE,NXT Season 4 Taping #5,Tucson,Arizona
Jan 3rd 2011,WWE,Superstars Taping #1,Phoenix,Arizona
Jan 3rd 2011,WWE,Monday Night Raw,Phoenix,Arizona
Dec 28th 2010,WWE,Smackdown! Taping,Rochester,New York
Dec 28th 2010,WWE,Superstars Taping #2,Rochester,New York
Dec 28th 2010,WWE,NXT Season 4 Taping #4,Rochester,New York
Dec 27th 2010,WWE,Monday Night Raw,Albany,New York
Dec 27th 2010,WWE,Superstars Taping #1,Albany,New York
Dec 26th 2010,WWE,MSG Show (Dec '10),New York,New York
Dec 21st 2010,WWE,Superstars Taping #2,San Antonio,Texas
Dec 21st 2010,WWE,Smackdown!,San Antonio,Texas
Dec 21st 2010,WWE,NXT Season 4 Taping #3,San Antonio,Texas
Dec 20th 2010,WWE,Superstars Taping #1,Austin,Texas
Dec 20th 2010,WWE,Monday Night Raw,Austin,Texas
Dec 19th 2010,WWE,"TLC: Tables, Ladders and Chairs '10",Houston,Texas
Dec 14th 2010,WWE,Smackdown! Taping,Lafayette,Louisiana
Dec 14th 2010,WWE,Superstars Taping #2,Lafayette,Louisiana
Dec 14th 2010,WWE,NXT Season 4 Taping #2,Lafayette,Louisiana
Dec 13th 2010,WWE,Monday Night Raw,New Orleans,Louisiana
Dec 13th 2010,WWE,Superstars Taping #1,New Orleans,Louisiana
Dec 11th 2010,WWE,Tribute to the Troops '10,Killeen,Texas
Dec 7th 2010,WWE,Smackdown! Taping,Dayton,Ohio
Dec 7th 2010,WWE,Superstars Taping #2,Dayton,Ohio
Dec 7th 2010,WWE,NXT Season 4 Taping #1,Dayton,Ohio
Dec 6th 2010,WWE,Superstars Taping #1,Louisville,Kentucky
Dec 6th 2010,WWE,Monday Night Raw,Louisville,Kentucky
Nov 30th 2010,WWE,Smackdown! Taping,Norfolk,Virginia
Nov 30th 2010,WWE,Superstars Taping #2,Norfolk,Virginia
Nov 30th 2010,WWE,NXT Season 3 Taping #12,Norfolk,Virginia
Nov 29th 2010,WWE,Superstars Taping #1,Philadelphia,Pennsylvania
Nov 29th 2010,WWE,Monday Night Raw,Philadelphia,Pennsylvania
Nov 23rd 2010,WWE,Smackdown! Taping,Jacksonville,Florida
Nov 23rd 2010,WWE,Superstars Taping #2,Jacksonville,Florida
Nov 23rd 2010,WWE,NXT Season 3 Taping #11,Jacksonville,Florida
Nov 22nd 2010,WWE,Superstars Taping #1,Orlando,Florida
Nov 22nd 2010,WWE,Monday Night Raw,Orlando,Florida
Nov 21st 2010,WWE,Survivor Series '10,Miami,Florida
Nov 16th 2010,WWE,Smackdown! Taping,Richmond,Virginia
Nov 16th 2010,WWE,Superstars Taping #2,Richmond,Virginia
Nov 16th 2010,WWE,NXT Season 3 Taping #10,Richmond,Virginia
Nov 15th 2010,WWE,Superstars Taping #1,Hershey,Pennsylvania
Nov 15th 2010,WWE,Monday Night Raw,Hershey,Pennsylvania
Nov 9th 2010,WWE,Smackdown! Taping,Manchester,England
Nov 9th 2010,WWE,Superstars Taping #2,Manchester,England
Nov 9th 2010,WWE,NXT Season 3 Taping #9,Manchester,England
Nov 8th 2010,WWE,Monday Night Raw Taping,Manchester,England
Nov 8th 2010,WWE,Superstars Taping #1,Manchester,England
Nov 2nd 2010,WWE,Smackdown! Taping,Bridgeport,Connecticut
Nov 2nd 2010,WWE,Superstars Taping #2,Bridgeport,Connecticut
Nov 2nd 2010,WWE,NXT Season 3 Taping #8,Bridgeport,Connecticut
Nov 1st 2010,WWE,Superstars Taping #1,Uniondale,New York
Nov 1st 2010,WWE,Monday Night Raw,Uniondale,New York
Oct 26th 2010,WWE,Smackdown! Taping,Milwaukee,Wisconsin
Oct 26th 2010,WWE,Superstars Taping #2,Milwaukee,Wisconsin
Oct 26th 2010,WWE,NXT Season 3 Taping #7,Milwaukee,Wisconsin
Oct 25th 2010,WWE,Monday Night Raw,Green Bay,Wisconsin
Oct 25th 2010,WWE,Superstars Taping #1,Green Bay,Wisconsin
Oct 24th 2010,WWE,Bragging Rights '10,Minneapolis,Minnesota
Oct 19th 2010,WWE,Smackdown! Taping,Edmonton,Alberta
Oct 19th 2010,WWE,Superstars Taping #2,Edmonton,Alberta
Oct 19th 2010,WWE,NXT Season 3 Taping #6,Edmonton,Alberta
Oct 18th 2010,WWE,Monday Night Raw,Calgary,Alberta
Oct 18th 2010,WWE,Superstars Taping #1,Calgary,Alberta
Oct 12th 2010,WWE,Smackdown! Taping,Portland,Oregon
Oct 12th 2010,WWE,Superstars Taping #2,Portland,Oregon
Oct 12th 2010,WWE,NXT Season 3 Taping #5,Portland,Oregon
Oct 11th 2010,WWE,Monday Night Raw,Seattle,Washington
Oct 11th 2010,WWE,Superstars Taping #1,Seattle,Washington
Oct 5th 2010,WWE,Smackdown! Taping,Topeka,Kansas
Oct 5th 2010,WWE,Superstars Taping #2,Topeka,Kansas
Oct 5th 2010,WWE,NXT Season 3 Taping #4,Topeka,Kansas
Oct 4th 2010,WWE,Monday Night Raw,Wichita,Kansas
Oct 4th 2010,WWE,Superstars Taping #1,Wichita,Kansas
Oct 3rd 2010,WWE,Hell in a Cell '10,Dallas,Texas
Oct 1st 2010,WWE,Smackdown!,Oklahoma City,Oklahoma
Sep 25th 2010,WWE,MSG Show (Sep '10) - Bret Hart Appreciation Night,New York,New York
Sep 21st 2010,WWE,Smackdown! Taping,Bloomington,Illinois
Sep 21st 2010,WWE,Superstars Taping #2,Bloomington,Illinois
Sep 21st 2010,WWE,NXT Season 3 Taping #3,Bloomington,Illinois
Sep 20th 2010,WWE,Monday Night Raw Taping,Indianapolis,Indiana
Sep 20th 2010,WWE,Monday Night Raw,Indianapolis,Indiana
Sep 20th 2010,WWE,Superstars Taping #1,Indianapolis,Indiana
Sep 19th 2010,WWE,Night of Champions '10,Chicago,Illinois
Sep 14th 2010,WWE,Smackdown! Taping,Detroit,Michigan
Sep 14th 2010,WWE,Superstars Taping #2,Detroit,Michigan
Sep 14th 2010,WWE,NXT Season 3 Taping #2,Detroit,Michigan
Sep 13th 2010,WWE,Monday Night Raw,Cincinnati,Ohio
Sep 13th 2010,WWE,Superstars Taping #1,Cincinnati,Ohio
Sep 7th 2010,WWE,Smackdown! Taping,Baltimore,Maryland
Sep 7th 2010,WWE,Superstars Taping #2,Baltimore,Maryland
Sep 7th 2010,WWE,NXT Season 3 Taping #1,Baltimore,Maryland
Sep 6th 2010,WWE,Monday Night Raw,Washington,DC
Sep 6th 2010,WWE,Superstars Taping #1,Washington,DC
Aug 31st 2010,WWE,Smackdown! Taping,Albany,New York
Aug 31st 2010,WWE,Superstars Taping #2,Albany,New York
Aug 31st 2010,WWE,NXT Season 2 Taping #13,Albany,New York
Aug 30th 2010,WWE,Monday Night Raw,Boston,Massachusetts
Aug 30th 2010,WWE,Superstars Taping #1,Boston,Massachusetts
Aug 18th 2010,WWE,Smackdown! Taping,Fresno,California
Aug 18th 2010,WWE,Superstars Taping,Fresno,California
Aug 18th 2010,WWE,NXT Season 2 Taping #12,Fresno,California
Aug 17th 2010,WWE,Smackdown! Taping,Bakersfield,California
Aug 17th 2010,WWE,Superstars Taping,Bakersfield,California
Aug 17th 2010,WWE,NXT Season 2 Taping #11,Bakersfield,California
Aug 16th 2010,WWE,Monday Night Raw Taping,Los Angeles,California
Aug 16th 2010,WWE,Monday Night Raw,Los Angeles,California
Aug 15th 2010,WWE,SummerSlam '10,Los Angeles,California
Aug 15th 2010,WWE,SummerSlam Axxess '10 - Day 2,Los Angeles,California
Aug 14th 2010,WWE,SummerSlam Axxess '10 - Day 1,Los Angeles,California
Aug 10th 2010,WWE,Smackdown! Taping,San Jose,California
Aug 10th 2010,WWE,Superstars Taping #2,San Jose,California
Aug 10th 2010,WWE,NXT Season 2 Taping #10,San Jose,California
Aug 9th 2010,WWE,Monday Night Raw,Sacramento,California
Aug 9th 2010,WWE,Superstars Taping #1,Sacramento,California
Jul 28th 2010,WWE,Smackdown! Taping,Laredo,Texas
Jul 28th 2010,WWE,NXT Season 2 Taping #9,Laredo,Texas
Jul 27th 2010,WWE,Smackdown! Taping,Corpus Christi,Texas
Jul 27th 2010,WWE,Superstars Taping #2,Corpus Christi,Texas
Jul 27th 2010,WWE,NXT Season 2 Taping #8,Corpus Christi,Texas
Jul 26th 2010,WWE,Monday Night Raw Taping,San Antonio,Texas
Jul 26th 2010,WWE,Monday Night Raw,San Antonio,Texas
Jul 26th 2010,WWE,Superstars Taping #1B,San Antonio,Texas
Jul 26th 2010,WWE,Superstars Taping #1A,San Antonio,Texas
Jul 20th 2010,WWE,Smackdown! Taping,Little Rock,Arkansas
Jul 20th 2010,WWE,Superstars Taping #2,Little Rock,Arkansas
Jul 20th 2010,WWE,NXT Season 2 Taping #7,Little Rock,Arkansas
Jul 19th 2010,WWE,Monday Night Raw,Tulsa,Oklahoma
Jul 19th 2010,WWE,Superstars Taping #1,Tulsa,Oklahoma
Jul 18th 2010,WWE,Money in the Bank '10,Kansas City,Missouri
Jul 13th 2010,WWE,Smackdown! Taping,Louisville,Kentucky
Jul 13th 2010,WWE,Superstars Taping #2,Louisville,Kentucky
Jul 13th 2010,WWE,NXT Season 2 Taping #6,Louisville,Kentucky
Jul 12th 2010,WWE,Monday Night Raw,Lexington,Kentucky
Jul 12th 2010,WWE,Superstars Taping #1,Lexington,Kentucky
Jul 6th 2010,WWE,Smackdown! Taping,Atlanta,Georgia
Jul 6th 2010,WWE,NXT Season 2 Taping #5,Atlanta,Georgia
Jul 5th 2010,WWE,Monday Night Raw,Nashville,Tennessee
Jul 5th 2010,WWE,Superstars Taping #1,Nashville,Tennessee
Jun 29th 2010,WWE,Smackdown! Taping,Uncasville,Connecticut
Jun 29th 2010,WWE,Superstars Taping #2,Uncasville,Connecticut
Jun 29th 2010,WWE,NXT Season 2 Taping #4,Uncasville,Connecticut
Jun 28th 2010,WWE,Monday Night Raw,Philadelphia,Pennsylvania
Jun 28th 2010,WWE,Superstars Taping #1,Philadelphia,Pennsylvania
Jun 22nd 2010,WWE,Smackdown! Taping,Manchester,New Hampshire
Jun 22nd 2010,WWE,Superstars Taping #2,Manchester,New Hampshire
Jun 22nd 2010,WWE,NXT Season 2 Taping #3,Manchester,New Hampshire
Jun 21st 2010,WWE,Monday Night Raw,Bridgeport,Connecticut
Jun 21st 2010,WWE,Superstars Taping #1,Bridgeport,Connecticut
Jun 20th 2010,WWE,Fatal 4-Way,Uniondale,New York
Jun 19th 2010,WWE,MSG Show (Jun '10),New York,New York
Jun 15th 2010,WWE,Smackdown! Taping,Raleigh,North Carolina
Jun 15th 2010,WWE,Superstars Taping #2,Raleigh,North Carolina
Jun 15th 2010,WWE,NXT Season 2 Taping #2,Raleigh,North Carolina
Jun 14th 2010,WWE,Monday Night Raw,Charlotte,North Carolina
Jun 14th 2010,WWE,Superstars Taping #1,Charlotte,North Carolina
Jun 8th 2010,WWE,Smackdown! Taping,Tampa,Florida
Jun 8th 2010,WWE,Superstars Taping #2,Tampa,Florida
Jun 8th 2010,WWE,NXT Season 2 Taping #1,Tampa,Florida
Jun 7th 2010,WWE,Monday Night Raw,Miami,Florida
Jun 7th 2010,WWE,Superstars Taping #1,Miami,Florida
Jun 1st 2010,WWE,Smackdown! Taping,Dallas,Texas
Jun 1st 2010,WWE,Superstars Taping #2,Dallas,Texas
Jun 1st 2010,WWE,NXT Season 1 Taping #15,Dallas,Texas
May 31st 2010,WWE,Monday Night Raw,Austin,Texas
May 31st 2010,WWE,Superstars Taping #1,Austin,Texas
May 25th 2010,WWE,Smackdown! Taping,Cleveland,Ohio
May 25th 2010,WWE,Superstars Taping #2,Cleveland,Ohio
May 25th 2010,WWE,NXT Season 1 Taping #14,Cleveland,Ohio
May 24th 2010,WWE,Superstars Taping #1,Toledo,Ohio
May 24th 2010,WWE,Monday Night Raw,Toledo,Ohio
May 23rd 2010,WWE,Over the Limit '10,Detroit,Michigan
May 18th 2010,WWE,Smackdown! Taping,Ottawa,Ontario
May 18th 2010,WWE,Superstars Taping #2,Ottawa,Ontario
May 18th 2010,WWE,NXT Season 1 Taping #13,Ottawa,Ontario
May 17th 2010,WWE,Monday Night Raw,Toronto,Ontario
May 17th 2010,WWE,Superstars Taping #1,Toronto,Ontario
May 11th 2010,WWE,Smackdown! Taping,Buffalo,New York
May 11th 2010,WWE,Superstars Taping #2,Buffalo,New York
May 11th 2010,WWE,NXT Season 1 Taping #12,Buffalo,New York
May 10th 2010,WWE,Superstars Taping #1,Pittsburgh,Pennsylvania
May 10th 2010,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
May 4th 2010,WWE,Smackdown! Taping,North Charleston,South Carolina
May 4th 2010,WWE,Superstars Taping #2,North Charleston,South Carolina
May 4th 2010,WWE,NXT Season 1 Taping #11,North Charleston,South Carolina
May 3rd 2010,WWE,Superstars Taping #1,Jacksonville,Florida
May 3rd 2010,WWE,Monday Night Raw,Jacksonville,Florida
Apr 27th 2010,WWE,Smackdown! Taping,Hershey,Pennsylvania
Apr 27th 2010,WWE,Superstars Taping #2,Hershey,Pennsylvania
Apr 27th 2010,WWE,NXT Season 1 Taping #10,Hershey,Pennsylvania
Apr 26th 2010,WWE,Superstars Taping #1,Richmond,Virginia
Apr 26th 2010,WWE,Monday Night Raw,Richmond,Virginia
Apr 25th 2010,WWE,Extreme Rules '10,Baltimore,Maryland
Apr 20th 2010,WWE,Smackdown! Taping,Uncasville,Connecticut
Apr 20th 2010,WWE,Superstars Taping #2,Uncasville,Connecticut
Apr 20th 2010,WWE,NXT Season 1 Taping #9,Uncasville,Connecticut
Apr 19th 2010,WWE,Superstars Taping #1,East Rutherford,New Jersey
Apr 19th 2010,WWE,Monday Night Raw,East Rutherford,New Jersey
Apr 13th 2010,WWE,Smackdown! Taping,London,England
Apr 13th 2010,WWE,Superstars Taping #2,London,England
Apr 13th 2010,WWE,NXT Season 1 Taping #8,London,England
Apr 12th 2010,WWE,Superstars Taping #1,London,England
Apr 12th 2010,WWE,Monday Night Raw Taping,London,England
Apr 6th 2010,WWE,Smackdown! Taping,Chicago,Illinois
Apr 6th 2010,WWE,Superstars Taping #2,Chicago,Illinois
Apr 6th 2010,WWE,NXT Season 1 Taping #7,Chicago,Illinois
Apr 5th 2010,WWE,Superstars Taping #1,Moline,Illinois
Apr 5th 2010,WWE,Monday Night Raw,Moline,Illinois
Mar 30th 2010,WWE,Smackdown! Taping,Las Vegas,Nevada
Mar 30th 2010,WWE,Superstars Taping #2,Las Vegas,Nevada
Mar 30th 2010,WWE,NXT Season 1 Taping #6,Las Vegas,Nevada
Mar 29th 2010,WWE,Superstars Taping #1,Phoenix,Arizona
Mar 29th 2010,WWE,Monday Night Raw,Phoenix,Arizona
Mar 28th 2010,WWE,WrestleMania XXVI,Glendale,Arizona
Mar 27th 2010,WWE,Wrestlemania Axxess '10 - Day 2,Phoenix,Arizona
Mar 26th 2010,WWE,Wrestlemania Axxess '10 - Day 1,Phoenix,Arizona
Mar 23rd 2010,WWE,Smackdown! Taping,San Jose,California
Mar 22nd 2010,WWE,Superstars Taping,San Jose,California
Mar 22nd 2010,WWE,Monday Night Raw,San Jose,California
Mar 22nd 2010,WWE,NXT Season 1 Taping #5,San Jose,California
Mar 16th 2010,WWE,Smackdown! Taping,Los Angeles,California
Mar 16th 2010,WWE,Superstars Taping #2,Los Angeles,California
Mar 16th 2010,WWE,NXT Season 1 Taping #4,Los Angeles,California
Mar 15th 2010,WWE,Superstars Taping #1,San Diego,California
Mar 15th 2010,WWE,Monday Night Raw,San Diego,California
Mar 10th 2010,WWE,WWE Live,Bakersfield,California
Mar 9th 2010,WWE,Smackdown! Taping,Seattle,Washington
Mar 9th 2010,WWE,Superstars Taping #2,Seattle,Washington
Mar 9th 2010,WWE,NXT Season 1 Taping #3,Seattle,Washington
Mar 8th 2010,WWE,Superstars Taping #1,Portland,Oregon
Mar 8th 2010,WWE,Monday Night Raw,Portland,Oregon
Mar 2nd 2010,WWE,Smackdown! Taping,Wichita,Kansas
Mar 2nd 2010,WWE,Superstars Taping #2,Wichita,Kansas
Mar 2nd 2010,WWE,NXT Season 1 Taping #2,Wichita,Kansas
Mar 1st 2010,WWE,Superstars Taping #1,Oklahoma City,Oklahoma
Mar 1st 2010,WWE,Monday Night Raw,Oklahoma City,Oklahoma
Feb 23rd 2010,WWE,Smackdown! Taping,Milwaukee,Wisconsin
Feb 23rd 2010,WWE,Superstars Taping #2,Milwaukee,Wisconsin
Feb 23rd 2010,WWE,NXT Season 1 Taping #1,Milwaukee,Wisconsin
Feb 22nd 2010,WWE,Superstars Taping #1,Indianapolis,Indiana
Feb 22nd 2010,WWE,Monday Night Raw,Indianapolis,Indiana
Feb 21st 2010,WWE,Elimination Chamber '10,St. Louis,Missouri
Feb 16th 2010,WWE,Smackdown! Taping,Kansas City,Missouri
Feb 16th 2010,WWE,Superstars Taping #2,Kansas City,Missouri
Feb 16th 2010,WWE,ECW Taping,Kansas City,Missouri
Feb 15th 2010,WWE,Superstars Taping #1,Des Moines,Iowa
Feb 15th 2010,WWE,Monday Night Raw,Des Moines,Iowa
Feb 9th 2010,WWE,Smackdown! Taping,Baton Rouge,Louisiana
Feb 9th 2010,WWE,Superstars Taping #2,Baton Rouge,Louisiana
Feb 9th 2010,WWE,ECW Taping,Baton Rouge,Louisiana
Feb 8th 2010,WWE,Superstars Taping #1,Lafayette,Louisiana
Feb 8th 2010,WWE,Monday Night Raw,Lafayette,Louisiana
Feb 2nd 2010,WWE,Smackdown! Taping,Memphis,Tennessee
Feb 2nd 2010,WWE,Superstars Taping #2,Memphis,Tennessee
Feb 2nd 2010,WWE,ECW Taping,Memphis,Tennessee
Feb 1st 2010,WWE,Superstars Taping #1,Nashville,Tennessee
Feb 1st 2010,WWE,Monday Night Raw,Nashville,Tennessee
Jan 31st 2010,WWE,Royal Rumble '10,Atlanta,Georgia
Jan 26th 2010,WWE,Smackdown! Taping,Cincinnati,Ohio
Jan 26th 2010,WWE,Superstars Taping #2,Cincinnati,Ohio
Jan 26th 2010,WWE,ECW Taping,Cincinnati,Ohio
